PartitionKey,Scaled Sentiment Index
Bernie Sanders,-6.620810336
Bernie Sanders,41.85338552
Bernie Sanders,46.09762874
Bernie Sanders,31.28823095
Bernie Sanders,-156.8996502
Bernie Sanders,-0.344191366
Bernie Sanders,-21.45299935
Bernie Sanders,-38.71344351
Bernie Sanders,-17.10030428
Bernie Sanders,-47.09648823
Bernie Sanders,-40.89340323
Bernie Sanders,35.93110569
Bernie Sanders,-11.53614779
Bernie Sanders,-97.64950236
Bernie Sanders,-50.39605643
Bernie Sanders,-2.779240871
Bernie Sanders,-21.09685412
Bernie Sanders,-11.88825081
Bernie Sanders,7.260511328
Bernie Sanders,-0.691564125
Bernie Sanders,31.62089692
Bernie Sanders,16.1516715
Bernie Sanders,75.94304654
Bernie Sanders,25.60796819
Bernie Sanders,75.94304654
Bernie Sanders,21.90787636
Bernie Sanders,-21.80923059
Bernie Sanders,12.74442549
Bernie Sanders,9.664685166
Bernie Sanders,3.813015145
Bernie Sanders,-25.73766475
Bernie Sanders,49.01946453
Bernie Sanders,13.08586393
Bernie Sanders,6.916492749
Bernie Sanders,70.65651304
Bernie Sanders,-34.00701133
Bernie Sanders,34.60775222
Bernie Sanders,-47.09648823
Bernie Sanders,-19.67373526
Bernie Sanders,-6.620810336
Bernie Sanders,60.25373524
Bernie Sanders,70.96888191
Bernie Sanders,-5.22177278
Bernie Sanders,-9.074780863
Bernie Sanders,-6.970935244
Bernie Sanders,-5.22177278
Bernie Sanders,-5.22177278
Bernie Sanders,-5.22177278
Bernie Sanders,-21.09685412
Bernie Sanders,13.08586393
Bernie Sanders,-14.71118126
Bernie Sanders,-57.02692853
Bernie Sanders,-37.62522674
Bernie Sanders,28.28684086
Bernie Sanders,-5.22177278
Bernie Sanders,-5.22177278
Bernie Sanders,-58.50620842
Bernie Sanders,39.88525523
Bernie Sanders,-40.89340323
Bernie Sanders,22.24501457
Bernie Sanders,36.92179319
Bernie Sanders,46.09754273
Bernie Sanders,-16.12612967
Bernie Sanders,23.92846948
Bernie Sanders,-0.344191366
Bernie Sanders,-5.22177278
Bernie Sanders,-17.89816937
Bernie Sanders,-2.779240871
Bernie Sanders,-5.22177278
Bernie Sanders,-18.25293853
Bernie Sanders,-0.691564125
Bernie Sanders,-99.75412202
Bernie Sanders,-53.3379313
Bernie Sanders,23.92846948
Bernie Sanders,-15.06474635
Bernie Sanders,34.27654834
Bernie Sanders,-5.22177278
Bernie Sanders,-2.43092206
Bernie Sanders,-0.691564125
Bernie Sanders,-16.12612967
Bernie Sanders,-5.22177278
Bernie Sanders,65.95094092
Bernie Sanders,-58.50620842
Bernie Sanders,-2.43092206
Bernie Sanders,-29.14430872
Bernie Sanders,31.62089692
Bernie Sanders,80.25936165
Bernie Sanders,-6.620810336
Bernie Sanders,-2.779240871
Bernie Sanders,49.01946453
Bernie Sanders,-131.6940969
Bernie Sanders,-16.12612967
Bernie Sanders,16.1516715
Bernie Sanders,-199.5995802
Bernie Sanders,-70.41251942
Bernie Sanders,10.00749968
Bernie Sanders,-5.22177278
Bernie Sanders,-95.73899518
Bernie Sanders,34.27654834
Bernie Sanders,5.538698341
Bernie Sanders,-29.32388642
Bernie Sanders,70.65651304
Bernie Sanders,-5.22177278
Bernie Sanders,-8.723795908
Bernie Sanders,-16.12612967
Bernie Sanders,77.17970733
Bernie Sanders,80.25936165
Bernie Sanders,105.7340234
Bernie Sanders,55.46422258
Bernie Sanders,34.27654834
Bernie Sanders,-11.18404477
Bernie Sanders,7.260597333
Bernie Sanders,-2.082775258
Bernie Sanders,-16.12612967
Bernie Sanders,-18.25293853
Bernie Sanders,13.08586393
Bernie Sanders,-9.777266801
Bernie Sanders,-14.71118126
Bernie Sanders,0.697152872
Bernie Sanders,96.29174548
Bernie Sanders,-19.31836407
Bernie Sanders,19.54317866
Bernie Sanders,42.83530055
Bernie Sanders,20.89534368
Bernie Sanders,35.93110569
Bernie Sanders,25.27237806
Bernie Sanders,35.93101969
Bernie Sanders,28.28684086
Bernie Sanders,-23.9498862
Bernie Sanders,71.90487046
Bernie Sanders,-5.22177278
Bernie Sanders,-16.12612967
Bernie Sanders,37.25170701
Bernie Sanders,60.57169441
Bernie Sanders,-43.80767062
Bernie Sanders,67.52379386
Bernie Sanders,-5.22177278
Bernie Sanders,22.24501457
Bernie Sanders,0.697152872
Bernie Sanders,-5.22177278
Bernie Sanders,22.24501457
Bernie Sanders,-0.691564125
Bernie Sanders,31.28823095
Bernie Sanders,-16.12612967
Bernie Sanders,-12.59314487
Bernie Sanders,-37.62522674
Bernie Sanders,-17.10030428
Bernie Sanders,-27.88778086
Bernie Sanders,-2.43092206
Bernie Sanders,19.20475038
Bernie Sanders,-22.16563384
Bernie Sanders,22.24501457
Bernie Sanders,0.697152872
Bernie Sanders,88.18537769
Bernie Sanders,24.93670193
Bernie Sanders,-54.07464709
Bernie Sanders,28.28684086
Bernie Sanders,-22.87895636
Bernie Sanders,-33.64587783
Bernie Sanders,-43.80767062
Bernie Sanders,-11.88825081
Bernie Sanders,66.26588993
Bernie Sanders,71.59310362
Bernie Sanders,-50.39605643
Bernie Sanders,19.54317866
Bernie Sanders,-37.62522674
Bernie Sanders,0.697152872
Bernie Sanders,0.697238877
Bernie Sanders,-16.12612967
Bernie Sanders,10.00749968
Bernie Sanders,22.24501457
Bernie Sanders,105.7340234
Bernie Sanders,63.74191162
Bernie Sanders,-162.0594128
Bernie Sanders,35.93101969
Bernie Sanders,112.4092739
Bernie Sanders,81.79265245
Bernie Sanders,-15.06466035
Bernie Sanders,0.697152872
Bernie Sanders,70.65659905
Bernie Sanders,-37.26280316
Bernie Sanders,89.16780875
Bernie Sanders,58.10310309
Bernie Sanders,13.08586393
Bernie Sanders,74.39332885
Bernie Sanders,0.350210136
Bernie Sanders,31.28823095
Bernie Sanders,1.390694327
Bernie Sanders,0.697152872
Bernie Sanders,63.10917545
Bernie Sanders,0.697152872
Bernie Sanders,63.10917545
Bernie Sanders,54.5017446
Bernie Sanders,-24.66458479
Bernie Sanders,0.697238877
Bernie Sanders,6.916492749
Bernie Sanders,43.48910786
Bernie Sanders,-9.777266801
Bernie Sanders,14.79064799
Bernie Sanders,63.10917545
Bernie Sanders,-2.431008065
Bernie Sanders,77.17970733
Bernie Sanders,77.17970733
